I,Q,U,V,P,ch5,pk1,pk2,pk3,pk4,fwhm1,fwhm2,fwhm3,fwhm4,proms1,proms2,proms3,proms4,d1,d2,d3,d4,st1,st2,st3,st4,rm1,rm2,rm3,rm4,ku1,ku2,ku3,ku4,sk1,sk2,sk3,sk4,s1,s2,s3,s4,ma1,ma2,ma3,ma4
121.7249,0.0757,-0.3820,-0.3345,0.5133,173.7917,113.0000,105.0000,105.0000,113.0000,4.0000,11.0000,11.0000,7.0000,4.0000,6.0000,4.0000,2.0000,10.8060,0.0461,0.0783,0.3133,3.3956,0.0103,0.0189,0.0960,121.7702,0.0764,0.3826,0.3484,1.8672,5.4695,3.5472,2.1381,-0.2813,1.2473,-0.8500,-0.5795,1.0004,1.0088,1.0012,1.0385,0.0888,0.6113,0.2050,0.9518
125.8538,0.1656,-0.5035,-0.3448,0.6323,195.2069,98.0000,120.0000,117.0000,126.0000,8.5000,9.0000,13.9167,7.0000,10.0000,12.0000,28.0000,5.0000,17.5831,0.1522,0.0845,0.3011,5.5359,0.0510,0.0291,0.0890,125.9713,0.1747,0.5051,0.3590,1.9072,1.7275,1.7961,1.9816,-0.4414,-0.4129,0.5914,-0.2168,1.0009,1.0439,1.0016,1.0310,0.1398,0.9331,0.1676,0.8786
122.6204,0.1143,-0.1478,0.3365,0.3849,226.4400,104.0000,108.0000,115.0000,67.0000,10.5000,5.0000,16.0000,3.0000,14.0000,3.0000,16.0000,1.0000,11.7457,0.1445,0.2115,0.3405,3.6717,0.0472,0.0679,0.1053,122.6731,0.1245,0.1627,0.3515,2.1094,1.6364,2.2569,2.1443,-0.6885,0.1908,-0.7797,-0.3231,1.0004,1.0771,1.0957,1.0461,0.0958,1.3040,1.4937,1.0411
123.1634,0.3725,-0.1522,0.3329,0.5223,206.5517,96.0000,138.0000,96.0000,70.0000,5.5000,7.6667,7.5000,2.0000,6.0000,10.0000,8.0000,2.0000,12.6223,0.1822,0.0576,0.2241,3.3766,0.0505,0.0166,0.0757,123.2081,0.3758,0.1531,0.3395,3.0657,2.2966,1.8308,1.5657,-0.9082,0.2343,0.0233,-0.3003,1.0004,1.0088,1.0057,1.0249,0.1025,0.4912,0.3794,0.6857
123.6895,0.1343,-0.3204,-0.2687,0.4392,169.3913,119.0000,112.0000,102.0000,106.0000,10.6667,9.0000,13.0000,2.0000,18.0000,5.0000,13.0000,2.0000,13.3118,0.1135,0.1547,0.2571,4.3657,0.0294,0.0434,0.0659,123.7632,0.1381,0.3244,0.2776,1.8427,2.6647,2.7467,5.0254,-0.3399,0.4556,-0.7605,-1.7126,1.0006,1.0224,1.0087,1.0280,0.1077,0.8495,0.4832,0.9638
121.5616,0.0331,-0.3759,-0.1471,0.4050,197.0000,100.0000,99.0000,117.0000,102.0000,6.0000,7.0000,8.5833,5.0000,6.0000,4.0000,15.0000,1.0000,12.0349,0.0589,0.0626,0.1756,4.0264,0.0194,0.0208,0.0508,121.6238,0.0385,0.3770,0.1565,1.8452,1.9216,1.7563,2.4744,-0.2890,0.4721,-0.1504,-0.5527,1.0005,1.1449,1.0014,1.0531,0.0990,1.9013,0.1665,1.2137
127.5485,0.2271,-0.2011,0.0495,0.3074,179.8148,116.0000,129.0000,105.0000,99.0000,13.5000,12.8333,12.5000,2.0000,16.0000,16.0000,15.0000,1.0000,23.1091,0.0809,0.1937,0.4962,7.5648,0.0236,0.0649,0.1690,127.7644,0.2286,0.2132,0.1721,1.6281,1.7651,1.9713,2.0460,-0.1629,-0.1309,-0.6318,-0.7272,1.0017,1.0052,1.0479,1.0962,0.1813,0.3567,0.9748,3.4167
124.5240,0.0500,-0.4015,-0.1555,0.4335,209.4615,97.0000,108.0000,123.0000,109.0000,5.0000,7.2500,14.1667,6.7500,3.0000,9.0000,22.0000,5.0000,16.7102,0.0914,0.0623,0.2663,5.6471,0.0274,0.0127,0.0744,124.6470,0.0572,0.4017,0.1745,1.5911,2.4129,4.0332,2.8579,-0.0274,0.5659,-0.5638,-0.8930,1.0010,1.1333,1.0005,1.1007,0.1343,1.9532,0.1551,1.7653
125.1591,-0.0138,-0.4001,-0.3617,0.5395,204.0526,113.0000,102.0000,116.0000,123.0000,13.0000,8.0000,28.7500,11.6667,8.0000,7.0000,15.0000,8.0000,13.1321,0.1518,0.1147,0.2482,3.9440,0.0359,0.0325,0.0674,125.2195,0.0380,0.4011,0.3684,3.0618,3.1533,1.7535,2.6465,-1.1733,0.6719,0.2951,-0.6427,1.0005,1.1912,1.0032,1.0167,0.1049,5.4193,0.2873,0.6907
121.8247,0.0369,-0.3606,0.1487,0.3918,217.7647,84.0000,104.0000,134.0000,91.0000,9.0000,3.7500,18.5000,12.0000,5.0000,3.0000,30.0000,4.0000,12.0432,0.1979,0.1053,0.1529,3.4431,0.0671,0.0279,0.0408,121.8720,0.0766,0.3612,0.1534,2.0115,1.6811,2.7849,2.4719,0.0595,0.2498,0.7125,-0.6030,1.0004,1.2487,1.0029,1.0362,0.0989,3.8139,0.2929,1.0551
124.6596,0.2202,-0.5024,-0.2296,0.5947,185.6667,88.0000,120.0000,107.0000,121.0000,8.5000,5.1667,15.4167,5.2500,4.0000,9.0000,13.0000,5.0000,14.9531,0.0489,0.1543,0.2031,4.5535,0.0164,0.0550,0.0617,124.7393,0.2213,0.5058,0.2390,2.4454,1.5133,1.5713,1.8458,-0.8666,-0.1252,-0.4831,-0.0969,1.0006,1.0026,1.0057,1.0335,0.1200,0.2218,0.3077,0.8937
124.6207,0.2850,-0.1638,0.0945,0.3421,205.0000,118.0000,126.0000,106.0000,86.0000,5.5000,11.0000,17.0000,6.0000,8.0000,5.0000,20.0000,4.0000,18.5503,0.2317,0.1755,0.6109,5.7636,0.0715,0.0577,0.1686,124.7508,0.2958,0.1742,0.1884,1.6649,2.6990,2.4125,2.3120,0.2158,1.0562,-0.9773,-0.3449,1.0010,1.0298,1.0583,1.2174,0.1489,0.8181,1.0952,4.6592
123.3249,0.1503,-0.2187,-0.2500,0.3646,209.3571,135.0000,119.0000,99.0000,102.0000,16.6250,2.0000,12.0000,6.0000,25.0000,2.0000,6.0000,3.0000,14.7014,0.2419,0.1944,0.2200,4.0248,0.0646,0.0584,0.0497,123.3890,0.1640,0.2271,0.2549,2.1842,3.4981,2.9421,3.3986,0.1258,1.1461,-1.1489,-0.8076,1.0005,1.0857,1.0339,1.0191,0.1192,1.6681,0.8987,0.8874
130.8258,0.2272,-0.1297,-0.3203,0.4136,216.2424,170.0000,140.0000,93.0000,109.0000,17.5000,9.0000,9.2500,3.0000,60.0000,15.0000,5.0000,1.0000,25.9966,0.2409,0.3170,0.3916,8.0808,0.0835,0.0939,0.1306,131.0676,0.2428,0.1638,0.3455,1.9260,2.0505,2.0613,1.6856,-0.3523,0.7530,-0.5469,-0.2777,1.0018,1.0628,1.2116,1.0774,0.1989,1.0869,2.6753,1.2728
122.4760,0.2047,-0.4195,-0.4206,0.6283,188.2903,111.0000,122.0000,101.0000,120.0000,4.5000,10.0000,11.7500,4.0000,3.0000,8.0000,15.0000,3.0000,13.4591,0.1457,0.1262,0.2753,4.3692,0.0547,0.0401,0.0892,122.5514,0.2120,0.4210,0.4322,1.5376,1.3262,2.7903,2.1322,-0.0010,-0.1274,1.1090,-0.4596,1.0006,1.0339,1.0044,1.0213,0.1099,0.7236,0.3017,0.6573
125.0047,0.1568,-0.2258,0.0803,0.2863,227.4571,118.0000,123.0000,107.0000,99.0000,7.2500,16.0000,8.5000,3.0000,11.0000,19.0000,8.0000,1.0000,14.6146,0.2093,0.1524,0.5980,4.3554,0.0754,0.0494,0.1931,125.0784,0.1727,0.2324,0.2053,2.4207,1.4481,1.5953,1.9170,-0.8688,-0.2049,-0.0373,-0.5191,1.0006,1.1076,1.0227,1.1079,0.1169,1.4377,0.6787,3.4902
128.5381,0.3706,-0.3459,-0.0353,0.5082,211.7037,95.0000,152.0000,97.0000,101.0000,12.2500,12.6250,17.0000,6.7500,7.0000,31.0000,16.0000,5.0000,23.9890,0.1176,0.1034,0.2668,8.2482,0.0446,0.0369,0.0879,128.7927,0.3711,0.3492,0.0954,1.6117,1.4057,1.7010,1.7121,-0.2152,-0.0112,-0.5815,-0.3400,1.0020,1.0070,1.0054,1.2235,0.1868,0.3202,0.2985,3.9557
124.3322,0.2447,-0.2310,0.0265,0.3376,234.4167,115.0000,128.0000,100.0000,80.0000,10.3333,9.5000,5.2500,2.0000,20.0000,10.0000,5.0000,1.0000,16.5110,0.1551,0.3624,0.3549,5.3085,0.0572,0.1088,0.1034,124.4407,0.2512,0.2576,0.1038,1.7516,1.6074,2.9856,2.7083,-0.2919,0.4593,-1.0658,-0.8696,1.0009,1.0258,1.0983,1.1462,0.1329,0.6415,1.6184,4.3546
123.6374,0.0639,-0.2750,-0.1238,0.3083,203.0263,113.0000,108.0000,123.0000,108.0000,4.7500,1.0000,13.7500,6.5000,3.0000,1.0000,29.0000,6.0000,17.3862,0.2010,0.2093,0.4253,5.0116,0.0557,0.0626,0.1513,123.7362,0.0857,0.2823,0.1967,1.7912,3.0155,2.0598,1.6024,-0.2003,0.9092,0.3958,-0.5247,1.0008,1.2921,1.0249,1.4060,0.1407,3.7311,0.7705,4.0905
129.5549,0.1577,-0.2709,-0.1615,0.3526,248.6364,134.0000,127.0000,113.0000,123.0000,21.0000,14.0000,18.4167,11.0833,42.0000,14.0000,19.0000,25.0000,21.8134,0.1901,0.2366,0.4744,6.6884,0.0696,0.0733,0.1269,129.7235,0.1736,0.2802,0.2007,1.9854,1.5105,1.5327,2.2756,-0.5167,0.4085,0.3055,-0.0696,1.0013,1.0892,1.0352,1.1908,0.1685,1.2497,0.8914,3.1949
128.5841,0.0530,-0.4056,-0.4500,0.6081,210.2500,125.0000,112.0000,119.0000,133.0000,10.5000,11.3333,15.2500,11.0000,8.0000,10.0000,21.0000,11.0000,22.1574,0.1122,0.1746,0.2196,7.7403,0.0323,0.0665,0.0743,128.8095,0.0630,0.4109,0.4600,1.6104,2.7919,1.4226,1.6774,-0.2677,0.8255,-0.3811,-0.4841,1.0018,1.1583,1.0129,1.0129,0.1725,2.2474,0.4332,0.4866
123.7416,0.1142,-0.3755,-0.2794,0.4818,191.1667,119.0000,118.0000,117.0000,127.0000,11.0000,26.0000,9.6667,34.5000,12.0000,22.0000,11.0000,34.0000,11.9563,0.1750,0.1948,0.6695,2.8796,0.0527,0.0472,0.1946,123.7745,0.1248,0.3776,0.3370,3.6513,1.6175,2.6599,1.9771,-1.2519,0.1924,0.5341,0.3480,1.0003,1.1012,1.0078,1.1733,0.0966,1.6364,0.5220,2.7354
124.3149,0.2220,-0.3721,0.1585,0.4614,229.3750,82.0000,123.0000,118.0000,89.0000,5.0000,8.0000,10.6667,11.0000,2.0000,6.0000,17.0000,4.0000,13.2063,0.1552,0.1329,0.1627,4.3895,0.0490,0.0324,0.0535,124.3892,0.2275,0.3737,0.1658,2.2085,1.7979,3.2418,1.8218,-0.7874,0.3031,-0.5918,-0.2089,1.0006,1.0230,1.0036,1.0539,0.1063,0.7057,0.3575,1.0666
123.6452,0.2178,-0.2860,0.0252,0.3604,214.6905,116.0000,120.0000,107.0000,100.0000,8.0000,20.0000,12.2500,8.2500,16.0000,8.0000,13.0000,5.0000,14.8082,0.0791,0.3689,0.3349,4.9897,0.0253,0.1309,0.1238,123.7435,0.2201,0.3168,0.1242,1.5054,1.7277,1.4937,1.3407,0.3011,-0.4491,0.3790,0.1010,1.0008,1.0065,1.0955,1.0903,0.1198,0.3628,1.3583,3.1223
122.0217,0.1973,-0.1256,0.0334,0.2363,196.7333,139.0000,115.0000,109.0000,87.0000,6.0667,5.0000,17.6667,3.7500,12.0000,6.0000,32.0000,3.0000,13.6530,0.1958,0.1746,0.5641,4.1617,0.0480,0.0506,0.1890,122.0910,0.2037,0.1346,0.1889,1.8423,2.9336,2.4569,1.7042,0.5415,0.7104,0.7556,-0.2727,1.0006,1.0283,1.0771,1.1392,0.1119,1.0023,1.4818,3.8310
125.7164,0.2385,-0.3559,-0.1369,0.4498,189.8929,106.0000,125.0000,105.0000,101.0000,9.0000,9.0000,14.0000,4.0000,14.0000,8.0000,16.0000,1.0000,17.2793,0.1249,0.1612,0.2882,5.4761,0.0384,0.0479,0.0770,125.8313,0.2425,0.3606,0.1589,1.9445,2.1952,2.8711,2.9415,-0.3781,0.5155,-0.9007,-0.8879,1.0009,1.0123,1.0086,1.1367,0.1375,0.5245,0.4528,2.2122
123.3451,0.0222,-0.1906,0.2254,0.2960,232.6316,103.0000,101.0000,120.0000,80.0000,4.0000,10.0000,10.5000,11.0000,2.0000,9.0000,6.0000,12.0000,14.5199,0.0396,0.0841,0.1788,4.5138,0.0098,0.0245,0.0575,123.4234,0.0244,0.1916,0.2327,2.0975,3.8282,3.8254,2.7130,-0.5665,0.7922,1.4300,1.0718,1.0006,1.0868,1.0078,1.0303,0.1178,1.8492,0.4445,0.8027
122.8407,0.1056,-0.2828,-0.0260,0.3030,196.5200,105.0000,119.0000,115.0000,93.0000,9.2500,2.7500,9.0000,3.0000,7.0000,1.0000,5.0000,1.0000,11.9573,0.3222,0.0605,0.2981,3.7075,0.1122,0.0161,0.0882,122.8944,0.1529,0.2836,0.0905,1.9206,1.9504,2.7515,3.1044,-0.3659,0.5788,-0.0826,-1.1188,1.0004,1.3811,1.0015,1.3795,0.0974,3.9842,0.2137,5.5226
122.0626,0.0597,-0.4289,-0.2136,0.4828,207.1613,97.0000,102.0000,120.0000,113.0000,10.5000,7.0000,11.4167,8.0000,6.0000,4.0000,17.0000,2.0000,13.2247,0.1205,0.1804,0.1968,3.8900,0.0317,0.0542,0.0517,122.1226,0.0680,0.4315,0.2198,1.9630,3.7057,2.0415,2.1160,0.2778,1.2486,0.4046,-0.1594,1.0005,1.1254,1.0077,1.0279,0.1084,2.1130,0.4229,0.9335
122.4843,0.2360,-0.3823,-0.2940,0.5369,217.8966,105.0000,127.0000,92.0000,103.0000,4.7500,13.0000,8.5000,4.0000,1.0000,16.0000,4.0000,1.0000,10.9052,0.1693,0.1131,0.3698,3.3727,0.0504,0.0328,0.1234,122.5292,0.2401,0.3843,0.3202,1.8682,2.2372,1.9772,2.1641,-0.0915,-0.5397,0.2213,-0.7755,1.0004,1.0220,1.0035,1.0804,0.0890,0.7295,0.2958,1.2975
122.8727,0.1298,-0.2839,-0.2414,0.3946,196.3913,123.0000,110.0000,101.0000,106.0000,2.0000,10.0000,11.7500,1.0000,1.0000,3.0000,9.0000,1.0000,11.7227,0.1037,0.0714,0.4104,3.7427,0.0314,0.0235,0.1274,122.9272,0.1338,0.2848,0.2721,1.9214,2.2499,1.5601,2.0283,-0.4746,0.6528,0.0830,-0.3963,1.0004,1.0274,1.0033,1.1248,0.0954,0.8070,0.2519,1.8223
122.6928,0.2016,-0.4428,-0.3073,0.5755,241.2727,105.0000,122.0000,99.0000,119.0000,7.0000,10.6667,2.5000,3.0000,12.0000,16.0000,2.0000,2.0000,12.9122,0.0668,0.0923,0.2902,4.1028,0.0230,0.0283,0.0964,122.7582,0.2023,0.4446,0.3212,1.7370,1.4824,1.8257,1.9212,0.0114,0.0681,0.0743,-0.4120,1.0005,1.0062,1.0019,1.0459,0.1053,0.3335,0.2082,0.9674
122.5897,0.2288,-0.3384,-0.2244,0.4661,210.6250,109.0000,124.0000,99.0000,101.0000,13.1667,4.0000,7.0000,7.0000,16.0000,1.0000,5.0000,1.0000,10.6507,0.2246,0.1329,0.2667,3.5046,0.0777,0.0395,0.0781,122.6377,0.2420,0.3416,0.2383,2.2274,1.8184,2.3033,3.3597,-0.7413,0.5767,-0.6345,-1.2714,1.0004,1.0534,1.0065,1.0558,0.0869,1.0037,0.3929,1.2117
122.6557,0.1284,-0.4208,-0.0596,0.4440,209.7083,90.0000,111.0000,119.0000,104.0000,11.0000,7.0000,6.0000,3.0000,9.0000,6.0000,10.0000,2.0000,12.0209,0.1043,0.1826,0.1835,3.6984,0.0346,0.0497,0.0478,122.7091,0.1331,0.4237,0.0760,2.1735,1.4728,3.8019,2.6590,-0.5853,-0.0880,-1.2582,-0.5828,1.0004,1.0340,1.0067,1.2642,0.0980,0.8255,0.4351,3.7014
124.3241,0.0881,-0.3841,-0.0008,0.3941,198.7857,91.0000,107.0000,120.0000,102.0000,5.0000,21.7500,16.0000,3.0000,3.0000,9.0000,14.0000,1.0000,12.6469,0.0441,0.0868,0.3490,3.7638,0.0124,0.0252,0.0983,124.3790,0.0891,0.3850,0.0966,2.8538,1.8905,1.7910,2.2236,-0.9599,0.1833,0.1363,-0.3451,1.0004,1.0094,1.0021,1.1391,0.1017,0.5016,0.2261,4.5098
122.5175,0.2229,-0.4076,-0.3254,0.5671,205.4211,102.0000,124.0000,92.0000,112.0000,11.2500,10.0000,4.0000,3.0000,7.0000,14.0000,1.0000,1.0000,12.3135,0.1636,0.0856,0.1350,4.2006,0.0513,0.0266,0.0412,122.5857,0.2273,0.4092,0.3291,1.7930,2.8417,2.4835,2.3350,-0.3640,-1.1046,-0.8611,-0.5210,1.0006,1.0251,1.0020,1.0075,0.1005,0.7490,0.2098,0.4148
126.8731,0.2568,-0.3834,-0.0651,0.4660,213.8205,86.0000,132.0000,115.0000,108.0000,2.0000,21.2500,15.1667,10.5000,1.0000,19.0000,26.0000,9.0000,22.3805,0.1145,0.1317,0.3242,6.5770,0.0383,0.0354,0.0910,127.0391,0.2593,0.3834,0.1131,1.9113,1.7206,2.2441,2.7048,-0.0193,-0.1949,0.2601,-0.7340,1.0013,1.0108,1.0042,1.3330,0.1765,0.4487,0.3457,4.6059
128.2456,0.2125,-0.5057,-0.3296,0.6399,238.2059,97.0000,126.0000,113.0000,129.0000,15.2500,14.5000,19.6667,1.0000,11.0000,12.0000,27.0000,1.0000,21.7673,0.1128,0.1547,0.3828,7.5052,0.0378,0.0384,0.1038,128.4585,0.2174,0.5084,0.3495,1.5563,1.9573,3.3134,4.5198,-0.3088,0.5354,-0.8783,-1.5541,1.0017,1.0150,1.0028,1.0457,0.1699,0.5306,0.3056,1.1685
121.7895,0.2685,-0.2680,-0.0647,0.3848,175.2000,104.0000,123.0000,101.0000,106.0000,12.0000,7.0000,16.0000,1.7500,8.0000,2.0000,20.0000,1.0000,13.1188,0.1519,0.1822,0.4683,3.9563,0.0508,0.0517,0.1444,121.8522,0.2743,0.2736,0.1581,2.0773,1.8251,3.0145,2.5457,0.5861,0.4043,-1.0927,-0.8810,1.0005,1.0172,1.0179,1.3958,0.1077,0.5680,0.6836,5.1965
123.4888,0.1947,-0.3088,-0.0022,0.3651,176.3200,90.0000,121.0000,105.0000,101.0000,4.0000,12.0000,15.5000,2.0000,2.0000,12.0000,11.0000,1.0000,13.1544,0.1087,0.1339,0.5214,4.2029,0.0372,0.0468,0.1688,123.5575,0.1976,0.3114,0.1654,2.0243,2.1384,2.0923,1.7933,-0.6298,-0.8521,0.8848,-0.2135,1.0006,1.0174,1.0110,1.1422,0.1066,0.5654,0.4375,4.0018
125.0022,0.2489,-0.4180,-0.3118,0.5779,201.1200,102.0000,127.0000,98.0000,121.0000,5.0000,13.0000,11.5000,5.0000,1.0000,11.0000,8.0000,5.0000,15.0816,0.0653,0.0965,0.4332,5.1166,0.0204,0.0288,0.1157,125.1027,0.2498,0.4184,0.3319,1.8742,1.8585,2.0502,2.7449,-0.5797,0.4386,0.2607,-0.3261,1.0008,1.0032,1.0023,1.0640,0.1207,0.2626,0.2313,1.4386
123.2695,0.2405,-0.4035,-0.1083,0.4821,215.0645,95.0000,125.0000,108.0000,108.0000,2.0000,10.0000,18.0833,6.0000,2.0000,12.0000,25.0000,3.0000,15.6817,0.1191,0.2143,0.3840,5.1925,0.0305,0.0564,0.1026,123.3753,0.2431,0.4059,0.1485,1.4955,3.1325,3.3865,3.2455,-0.0413,0.8118,1.0546,-1.1306,1.0009,1.0077,1.0095,1.3330,0.1273,0.4955,0.5358,4.1751
123.7454,0.1395,-0.3541,-0.0465,0.3834,185.6667,103.0000,110.0000,115.0000,102.0000,3.5000,2.0000,14.5833,8.0000,5.0000,1.0000,20.0000,3.0000,12.5529,0.1563,0.1781,0.2164,4.1022,0.0440,0.0706,0.0562,123.8106,0.1471,0.3605,0.0730,1.9222,3.9908,1.4632,2.5884,-0.4699,1.4256,0.3329,-0.2036,1.0005,1.0459,1.0189,1.2099,0.1015,1.1343,0.5085,4.0683
124.1487,0.1836,-0.4596,-0.1012,0.5051,216.8889,82.0000,118.0000,120.0000,112.0000,1.0000,6.5000,12.0000,9.0000,1.0000,6.0000,20.0000,4.0000,16.8398,0.1400,0.1151,0.4472,5.5712,0.0416,0.0354,0.1550,124.2690,0.1891,0.4606,0.1852,1.5780,3.1302,2.2235,1.6773,-0.0128,1.1992,0.5075,-0.3956,1.0010,1.0242,1.0029,1.3124,0.1357,0.7670,0.2510,3.9413
122.6487,0.1595,-0.4170,-0.1843,0.4830,213.7015,100.0000,119.0000,112.0000,135.0000,14.0000,11.5000,21.6667,19.6667,15.0000,12.0000,12.0000,32.0000,14.3452,0.2065,0.3782,0.6323,3.4825,0.0651,0.1151,0.2051,122.6974,0.1731,0.4305,0.2723,2.3909,1.5742,1.8236,1.7493,0.3558,0.0723,-0.2627,0.2667,1.0004,1.0779,1.0372,1.1672,0.1170,1.3431,0.9287,3.0696
122.4183,0.2371,-0.3694,-0.0928,0.4487,204.2273,98.0000,120.0000,100.0000,100.0000,9.0000,8.0000,14.0000,4.0000,14.0000,6.0000,11.0000,2.0000,12.1289,0.0759,0.1227,0.1274,4.0477,0.0233,0.0363,0.0387,122.4821,0.2388,0.3721,0.1013,1.6750,2.1260,1.8606,1.9773,-0.2541,0.3713,0.0374,-0.3340,1.0005,1.0046,1.0046,1.0781,0.0991,0.3200,0.3321,1.4138
122.2814,0.2808,-0.2292,0.0754,0.3702,221.0690,99.0000,127.0000,97.0000,83.0000,3.0000,12.0000,12.0000,4.0000,2.0000,8.0000,12.0000,1.0000,12.6678,0.1451,0.0580,0.3611,3.9117,0.0436,0.0142,0.0972,122.3418,0.2838,0.2299,0.1204,1.7580,1.9261,2.7847,3.2509,-0.0579,-0.0460,-0.2391,-1.0530,1.0005,1.0116,1.0019,1.1085,0.1036,0.5203,0.2528,3.6260
123.0789,0.2683,-0.2510,0.1523,0.3977,205.4348,95.0000,123.0000,101.0000,89.0000,11.5000,14.0000,12.7500,3.0000,5.0000,6.0000,9.0000,2.0000,11.8119,0.0611,0.2330,0.2223,3.8580,0.0191,0.0791,0.0791,123.1368,0.2693,0.2635,0.1700,2.0283,2.6019,1.7288,1.6600,-0.6351,0.8704,-0.4666,-0.3833,1.0005,1.0024,1.0461,1.1232,0.0960,0.2276,0.9467,1.6084
122.0457,-0.0039,-0.3588,0.0122,0.3591,231.1250,92.0000,99.0000,123.0000,93.0000,8.0000,6.0000,7.5000,1.0000,4.0000,8.0000,8.0000,1.0000,10.6318,0.0777,0.0918,0.2004,3.5536,0.0293,0.0257,0.0586,122.0942,0.0286,0.3602,0.0577,1.6605,1.5065,3.9250,2.3349,-0.1459,-0.3618,-1.3523,-0.4375,1.0004,1.1190,1.0024,1.1813,0.0871,3.2927,0.2558,4.8139
122.4694,0.2031,-0.3425,-0.0513,0.4015,188.7941,99.0000,118.0000,108.0000,98.0000,7.0000,6.0000,12.0000,4.0000,3.0000,10.0000,10.0000,1.0000,10.7646,0.0633,0.0933,0.2718,3.5072,0.0190,0.0276,0.0938,122.5182,0.2040,0.3438,0.1066,1.7328,1.7091,1.8235,1.9413,-0.4350,-0.0915,-0.2362,-0.7929,1.0004,1.0042,1.0031,1.4767,0.0879,0.3121,0.2727,5.2569
126.8255,0.2834,-0.3656,-0.0217,0.4631,216.7297,97.0000,135.0000,106.0000,108.0000,13.0000,16.0000,21.0000,9.0000,14.0000,15.0000,18.0000,8.0000,20.8388,0.1229,0.1852,0.3391,6.6862,0.0240,0.0638,0.0869,126.9968,0.2849,0.3705,0.0884,1.6654,6.7830,1.5149,2.3852,-0.1921,1.6947,0.1212,-0.2191,1.0014,1.0035,1.0148,1.2424,0.1644,0.4336,0.5112,5.6200
122.3904,0.2260,-0.3663,-0.4680,0.6358,222.3125,128.0000,124.0000,93.0000,117.0000,13.0000,6.0000,6.0000,4.0000,25.0000,4.0000,4.0000,3.0000,11.3506,0.1953,0.1981,0.4338,3.8285,0.0675,0.0559,0.1425,122.4484,0.2370,0.3718,0.4893,1.6497,1.9007,2.1501,1.6301,0.0095,0.5586,-0.0408,-0.0495,1.0005,1.0418,1.0111,1.0438,0.0928,0.8763,0.5416,0.9474
130.6082,-0.0180,-0.3166,-0.4662,0.5638,209.7442,160.0000,104.0000,136.0000,158.0000,13.6667,7.0000,13.7000,12.5250,44.0000,6.0000,46.0000,47.0000,36.5778,0.2582,0.1973,0.6412,11.0971,0.0837,0.0608,0.1587,131.0679,0.0835,0.3184,0.4818,2.0901,1.7766,2.4608,3.6504,0.4879,-0.3243,0.9296,1.0505,1.0035,1.1674,1.0183,1.0576,0.2805,4.0742,0.6375,1.4813
123.0050,0.0819,-0.3533,-0.0542,0.3667,207.1667,98.0000,105.0000,116.0000,106.0000,5.0000,9.0000,9.5000,2.0000,4.0000,4.0000,12.0000,2.0000,13.5473,0.0619,0.1033,0.4504,4.3417,0.0174,0.0382,0.1452,123.0774,0.0840,0.3556,0.1516,1.9921,4.4620,1.5752,1.8193,-0.5037,1.5481,-0.3743,-0.3103,1.0006,1.0209,1.0055,1.2059,0.1102,0.7598,0.2929,4.0666
125.4593,0.2125,-0.3033,-0.1578,0.4026,231.8966,116.0000,125.0000,98.0000,109.0000,9.5000,11.8333,20.0000,5.5000,8.0000,10.0000,9.0000,6.0000,16.7439,0.1613,0.0561,0.3498,5.2670,0.0448,0.0170,0.1101,125.5660,0.2167,0.3041,0.1909,1.7678,2.8049,2.5639,1.8283,-0.1146,-0.9759,-0.8144,-0.3536,1.0009,1.0213,1.0015,1.2137,0.1335,0.7698,0.1849,2.5947
122.4743,0.0779,-0.1868,0.0932,0.2228,224.2222,115.0000,106.0000,111.0000,83.0000,7.5000,8.0000,9.3333,3.0000,12.0000,3.0000,12.0000,1.0000,14.1999,0.1294,0.0633,0.2532,4.3710,0.0438,0.0220,0.0871,122.5480,0.0889,0.1886,0.1252,1.8936,1.9956,1.5623,1.5396,-0.2107,0.5613,0.0040,-0.1377,1.0006,1.1395,1.0065,1.2275,0.1160,1.7904,0.3388,2.9790
124.3318,0.2233,-0.2570,-0.0888,0.3519,212.9118,119.0000,122.0000,101.0000,94.0000,11.0000,8.5000,19.7500,5.0000,11.0000,6.0000,17.0000,3.0000,17.2331,0.1016,0.3082,0.3847,5.2746,0.0288,0.0956,0.0888,124.4403,0.2261,0.2752,0.1262,1.8284,3.2679,1.9674,5.8914,0.0461,1.0586,-0.5700,-1.7323,1.0009,1.0080,1.0642,1.3859,0.1387,0.4545,1.2309,5.4313
123.5613,0.0787,-0.3066,-0.1723,0.3604,232.7143,113.0000,109.0000,111.0000,104.0000,11.3333,2.0000,11.6667,5.0000,12.0000,1.0000,14.0000,5.0000,12.2362,0.1959,0.0521,0.1265,4.2166,0.0641,0.0153,0.0346,123.6298,0.1013,0.3073,0.1763,1.8535,1.9442,1.8155,2.7102,-0.5453,0.5584,-0.3186,-0.6949,1.0006,1.2715,1.0012,1.0189,0.0991,2.9640,0.1699,0.7379
122.7146,0.1496,-0.4392,-0.1758,0.4962,195.2500,92.0000,115.0000,106.0000,114.0000,10.7500,13.5000,4.8333,6.9167,7.0000,14.0000,7.0000,9.0000,12.7072,0.0523,0.0558,0.1903,3.9092,0.0153,0.0176,0.0596,122.7743,0.1499,0.4395,0.1848,2.0489,1.8889,1.9938,2.2370,-0.4872,-0.1443,0.6115,0.7180,1.0005,1.0050,1.0008,1.0540,0.1036,0.3514,0.1271,1.1239
